CNPJ,RAZÃO,FANTASIA,ENDEREÇO,NÚMERO,COMPLEMENTO,BAIRRO,CEP,MUNICÍPIO,ESTADO,BANDEIRA,PRODUTO,UNIDADE_DE_MEDIDA,PRECO_VENDA,DATA_DA_COLETA
14140909000150,P CARVALHO & CIA LTDA,,AVENIDA DOM PEDRO II,1610,,SANTA ROSA,68440000,ABAETETUBA,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,118.0,2026-06-08
6266344000395,LORENA COMERCIO DE PRODUTOS DE PETROLEO LTDA,,RUA CLAUDIO SANDERS,1400,ESTRADA DO MAGUARY,CENTRO,67030160,ANANINDEUA,PARA,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-09
4976718000330,IRMAOS TEIXEIRA LTDA,POSTO ITEX,AVENIDA PEDRO ALVARES CABRAL,3800,,SACRAMENTA,66120620,BELEM,PARA,BAHIANA,GLP,R$ / 13 kg,130.0,2026-06-08
5303828000132,SUPERCENTRO POSTOS DE SERVIÇO LTDA,SUPERCENTRO,AVENIDA ALMIRANTE BARROSO,1814,B,MARCO,66093020,BELEM,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,139.0,2026-06-08
22960942000235,DUARTE & SANTOS LTDA,POSTO DALLAS,AVENIDA PEDRO ALVARES CABRAL,17,PSG SANTOS DUMONT,TELEGRAFO,66050400,BELEM,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-08
1087686000162,POSTO GIRASSOL LTDA,POSTO GIRASSOL,RODOVIA AUGUSTO MONTENEGRO,1800,,NOVA MARAMBAIA,66623590,BELEM,PARA,ULTRAGAZ,GLP,R$ / 13 kg,125.0,2026-06-08
14685994000131,POSTO ALIANCA LTDA,POSTO ALIANÇA,RODOVIA ARTHUR BERNARDES,151,ESQ PEDRO A CABRAL,SACRAMENTA,66825000,BELEM,PARA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,129.99,2026-06-08
14082648000169,POSTO UMARIZAL LTDA,POSTO UMARIZAL,RUA JERONIMO PIMENTEL,651,,UMARIZAL,66055000,BELEM,PARA,BRANCA,GLP,R$ / 13 kg,124.99,2026-06-08
5319538000187,AUTO POSTO SENADOR LTDA,AUTO POSTO SENADOR,AVENIDA SENADOR LEMOS,3606,,SACRAMENTA,66630505,BELEM,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-08
4976718000845,IRMAOS TEIXEIRA LTDA,POSTO ITEX,TRAVESSA D. ROMUALDO COELHO,301,,UMARIZAL,66630505,BELEM,PARA,BAHIANA,GLP,R$ / 13 kg,130.0,2026-06-08
4976718001221,IRMAOS TEIXEIRA LTDA,POSTO ITEX,AVENIDA PEDRO ALVARES CABRAL,1020,,MARAMBAIA,66615860,BELEM,PARA,BAHIANA,GLP,R$ / 13 kg,130.0,2026-06-08
4970059000163,CM COMERCIO DE COMBUSTIVEIS LTDA,POSTO OURO NEGRO,AVENIDA SENADOR LEMOS,2053,,TELEGRAFO,66113000,BELEM,PARA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,112.0,2026-06-08
9220427000170,FURTADO & CIA LTDA,POSTO PEDRO FURTADO,RUA DUQUE DE CAXIAS,293,0,CENTRO,58310000,CABEDELO,PARAIBA,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,122.0,2026-06-08
41198466000120,AUTO POSTO INTERMARES LTDA,POSTO INTERMARES, BR 230 - KM 09  QUADRA  74,S/N,LOTES 11-12-13 -14,INTERMARES,58100100,CABEDELO,PARAIBA,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-08
8587065000197,POSTO DE COMBUSTIVEIS ANEL DO BREJO LTDA,,RUA DR VASCONCELOS,127,,ALTO BRANCO,58102501,CAMPINA GRANDE,PARAIBA,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-10
4304362000127,EDSON E KALINE REPRESENTACAO DE GAS LTDA,,AVENIDA DUQUE DE CAXIAS,286,,HELIOPOLIS,55299437,GARANHUNS,PERNAMBUCO,MINASGAS,GLP,R$ / 13 kg,110.0,2026-06-10
626575000114,POSTO MARIA FARINHA LTDA,,AVENIDA DOUTOR CLAUDIO JOSE GUEIROS LEITE,9064,,NOSSA SENHORA DO O,53429000,PAULISTA,PERNAMBUCO,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-09
6034782000166,MARIA LEOCADIA DE SOUZA & CIA COMERCIO DE GLP LTDA,,RUA RIO BEBERIBE,70,,JOSE E MARIA,56320370,PETROLINA,PERNAMBUCO,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-11
10973568000142,A.B. SILVA & CIA LTDA,POSTO ESSO DO ARRUDA,AVENIDA BEBERIBE,1021,LOJA 0000,PONTO DE PARADA,52041375,RECIFE,PERNAMBUCO,BRANCA,GLP,R$ / 13 kg,99.99,2026-06-11
2998548000106,SIVINI PETROLEO LTDA,POSTO SIVINI,AVENIDA BEBERIBE SANTA CRUZ FUTEBOL CLUBE,3433,,PORTO DA MADEIRA,52130547,RECIFE,PERNAMBUCO,BAHIANA,GLP,R$ / 13 kg,105.0,2026-06-08
81450538000108,AUTO POSTO FIALLA II LTDA,,AVENIDA DOUTOR VICTOR DO AMARAL,563,,CENTRO,83702040,ARAUCARIA,PARANA,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-11
78951779000118,AUTO POSTO FIALLA LTDA,,AVENIDA ARCHELAU DE ALMEIDA TORRES,925,,CENTRO,83702185,ARAUCARIA,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,110.0,2026-06-11
75634808000120,CAPELEZZO & CAPELEZZO LTDA,POSTO GUARANI,RUA GUARANI,912,,CENTRO,85501050,PATO BRANCO,PARANA,ULTRAGAZ,GLP,R$ / 13 kg,132.0,2026-06-09
77743755000100,WALDECIR BARONIO,POSTO BOM RETIRO,AVENIDA CÂMARA JUNIOR,132,,SÃO ROQUE DO CHOPIN,85501970,PATO BRANCO,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,145.0,2026-06-09
1355571000101,CENTRO AUTOMOTIVO PARAISO DE SÃO GONÇALO LTDA.,POSTO PARAISO,RUA COMANDANTE ARI PARREIRAS,2013,,PARAISO,24430000,SAO GONCALO,RIO DE JANEIRO,BRANCA,GLP,R$ / 13 kg,115.0,2026-06-08
35298330000602,JVC COMERCIAL LTDA,,AVENIDA PRUDENTE DE MORAIS,1854,,LAGOA NOVA,59063200,NATAL,RIO GRANDE DO NORTE,LIQUIGÁS,GLP,R$ / 13 kg,128.0,2026-06-10
12689295000215,FLOR E OLIVEIRA LTDA,POSTO SANTA CLARA,AVENIDA GOV. TARCISIO DE VASCONCELOS MAIA,1450,A,CANDELARIA,59065780,NATAL,RIO GRANDE DO NORTE,LIQUIGÁS,GLP,R$ / 13 kg,130.0,2026-06-10
2745235000138,POSTO MAIA LTDA,AUTO POSTO MAIA,AVENIDA NAÇÕES UNIDAS,238,,NOSSA SENHORA DAS GRAÇAS,78915040,PORTO VELHO,RONDONIA,FOGAS,GLP,R$ / 13 kg,132.0,2026-06-09
3611874000173,A. P. FACCIO & CIA LTDA,AUTO POSTO KARAKAS,AVENIDA BRASIL,1228,QUADRA 74,CINTURAO VERDE,69312450,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,156.0,2026-06-09
5939533000319,ARNOGAS & CIA LTDA,,RUA JOAO ALENCAR,696,,AEROPORTO,69312042,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,138.0,2026-06-08
581612000204,RORAIPETRO RORAIMA PETROLEO LTDA,,AVENIDA GENERAL ATAIDE TEIVE,4412,,CAIMBE,69312218,BOA VISTA,RORAIMA,FOGAS,GLP,R$ / 13 kg,142.0,2026-06-09
5799373000279,L. CASTRO COMERCIO DE COMBUSTIVEIS LTDA,POSTO PAMPEIRO,RUA EMÍLIO GUILAIN,673,,CENTRO,96415100,BAGE,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,125.0,2026-06-10
5757241000101,F.F.STAEVIE COMBUSTIVEIS LTDA,,AVENIDA SANTA TECLA,1891,,GETULIO VARGAS,96413000,BAGE,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,118.0,2026-06-10
5799373000198,L. CASTRO COMERCIO DE COMBUSTIVEIS LTDA,POSTO PAMPEIRO,AVENIDA ESPANHA,1190,,HIDRAULICA,96408000,BAGE,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,129.0,2026-06-10
7985128000109,CAPOANI E RECH COMERCIO DE COMBUSTIVEIS LTDA.,POSTO SANTA LUCIA,RUA CONDE D'EU,1962,,BELA VISTA,95076090,CAXIAS DO SUL,RIO GRANDE DO SUL,BRANCA,GLP,R$ / 13 kg,132.9,2026-06-09
5379733000100,POSTO RAMAR - COMERCIO DE COMBUSTIVEIS LTDA.,POSTO RAMAR,AVENIDA SAO LEOPOLDO,940,,SAO LEOPOLDO,95097350,CAXIAS DO SUL,RIO GRANDE DO SUL,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,105.0,2026-06-08
2321002000108,POSTO TIROL LTDA,POSTO TIROL,ESTRADA BR 116,2570,ESQUINA LUIZ MICHELON,LUIZ MICHELON,95070070,CAXIAS DO SUL,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,115.0,2026-06-09
89279996000120,POSTO DE SERVICOS BALDISSERA LTDA,,RUA MOREIRA CESAR,686,,SAO JOSE,95034000,CAXIAS DO SUL,RIO GRANDE DO SUL,BRANCA,GLP,R$ / 13 kg,119.0,2026-06-08
547721000116,SQUIZZATO COMERCIO DE COMBUSTIVEIS LTDA,POSTO SQUIZZATO FILIAL,RUA ALEXANDRE RIZZO,877,,DESVIO RIZZO,95110000,CAXIAS DO SUL,RIO GRANDE DO SUL,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,115.0,2026-06-10
2558109000174,COMERCIO DE COMBUSTIVEIS FLORESTAL LTDA,POSTO FÓRMULA - CONVENTOS,AVENIDA BENJAMIN CONSTANT,1791,,FLORESTAL,95900700,LAJEADO,RIO GRANDE DO SUL,BRANCA,GLP,R$ / 13 kg,125.0,2026-06-11
92193200000126,IRMAOS CORTEZ LTDA,POSTO CORTEZ,AVENIDA DUQUE DE CAXIAS,1152,,FRAGATA,96030003,PELOTAS,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,129.0,2026-06-10
87799953000301,AUTO POSTO RODALEX LTDA - EM RECUPERACAO JUDICIAL,,RODOVIA BR-158,565,,PINHEIRO MACHADO,97030660,SANTA MARIA,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,112.9,2026-06-10
5823317000141,"MANOS COMERCIO DE COMBUSTIVEIS, PNEUS, PECAS E ACESSORIOS LTDA",MANOS COMERCIO DE COMBUSTIVEIS,RUA 15 DE NOVEMBRO,4700,,CENTRO,97500511,URUGUAIANA,RIO GRANDE DO SUL,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-10
74108226000147,PILLON COMERCIO DE COMBUSTIVEIS LTDA,POSTO PILLON,AVENIDA MARECHAL SETEMBRINO DE CARVALHO,1438,BLOCO A,IPIRANGA,97507380,URUGUAIANA,RIO GRANDE DO SUL,ULTRAGAZ,GLP,R$ / 13 kg,130.0,2026-06-08
2714732000179,POSTO ITOUPAVAZINHA LTDA,,RUA FREDERICO JENSEN,1080,,ITOUPAVAZINHA,89066301,BLUMENAU,SANTA CATARINA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,130.0,2026-06-08
83488882000618,POSTO MIME S.A.,,AVENIDA LAURO MULLER,149,,CENTRO,88353040,BRUSQUE,SANTA CATARINA,ULTRAGAZ,GLP,R$ / 13 kg,139.99,2026-06-08
32864795000172,REDE DE POSTOS PRESIDENTE LTDA,,AVENIDA COELHO E CAMPOS,1254,,SANTO ANTONIO,49060000,ARACAJU,SERGIPE,BRANCA,GLP,R$ / 13 kg,114.9,2026-06-09
6122396000126,FAVERAL AUTO POSTO LTDA,,RUA EXPEDICIONARIOS DO BRASIL,1048,,CENTRO,14801360,ARARAQUARA,SAO PAULO,BRANCA,GLP,R$ / 13 kg,114.99,2026-06-11
2375671000162,AUTO POSTO BRASIL DE CACAPAVA LTDA,AUTO POSTO BRASIL DE CAÇAPAVA LTDA,AVENIDA DR. JOSE DE MOURA RESENDE,4,,VERA CRUZ,12287650,CACAPAVA,SAO PAULO,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-10
45569399000164,PASARGADA SERVICOS AUTOMOTIVOS LTDA,,RUA JAIME CUNHA,80,KM 25                     ROD. RAPOSO TAVARES,JARDIM PASARGADA I,6712103,COTIA,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.09,2026-06-09
47498829000120,AUTO POSTO CUBATAO LTDA,POSTO CUBATAO,AVENIDA NOVE DE ABRIL,1845,,CENTRO,11510000,CUBATAO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.9,2026-06-08
47497565000190,AUTO POSTO VILA NOVA LTDA,AUTO POSTO VILA NOVA,AVENIDA NOVE DE ABRIL,2916,,VILA NOVA,11520000,CUBATAO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.0,2026-06-08
46480414000166,AUTO POSTO SHALON DA NOVE DE ABRIL LTDA,POSTO MIRALDO,AVENIDA NOVE DE ABRIL,2590,,CENTRO,11510003,CUBATAO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.9,2026-06-08
58580366000167,MINELLA AUTO POSTOS LTDA,GRUPO MINELLA,AVENIDA JOAO PAULO II,1.463,,JARDIM CULTURA FISICA,6810005,EMBU DAS ARTES,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,119.9,2026-06-11
55744981000173,SERVICAR AUTO POSTO JOAO ARANHA LTDA,,AVENIDA JOAO ARANHA,10,,JOAO ARANHA,13145658,PAULINIA,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,115.0,2026-06-09
2767693000178,AUTO POSTO QUINHONE E YAMAKI LTDA,BARÃO DO BANANAL AUTO POSTO,AVENIDA ANTONIO GOMES DA SILVA JUNIOR,870,,PARQUE RESIDENCIAL LAGOINHA,14095440,RIBEIRAO PRETO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,130.0,2026-06-10
46198081000187,COMERCIAL ALVORADA CENTER LTDA,,AVENIDA AFFONSO PENNA,55,,BOQUEIRAO,11020000,SANTOS,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.9,2026-06-08
58190083000109,ESTEVEZ & ESTEVEZ COMERCIO E SERVICOS AUTOMOTIVOS LTDA,AMADEU MONTEIRO DOS SANTOS FILHO,RUA PROF.ARIST.DE MENEZES,36,,PONTA DA PRAIA,11035000,SANTOS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,150.0,2026-06-08
58186198000120,AUTO POSTO PEDRO LESSA LIMITADA,AUTO POSTO PEDRO LESSA,AVENIDA PEDRO LESSA,2231,,EMBARE,11025003,SANTOS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,149.9,2026-06-08
52864790000157,COMERCIO E SERVICOS AUTOMOTIVOS TROPICAL LTDA.,,AVENIDA NOSSA SENHORA DE FATIMA,61/63,,CHICO DE PAULA,11085202,SANTOS,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,125.0,2026-06-08
47773510000165,AUTO POSTO JABUCA LTDA,,AVENIDA DR WALDEMAR LEAO,280,,JABAQUARA,11013600,SANTOS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,138.0,2026-06-08
45046547000166,LINHA UM PRODUTOS DE PETROLEO LTDA,AUTO POSTO LINHA UM,AVENIDA NS DE FATIMA,635,,AREIA BRANCA,11085203,SANTOS,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.9,2026-06-08
64545346000158,VITORIA COMERCIO DE DERIVADOS DE PETROLEO LTDA.,,AVENIDA DOUTOR ANTONIO MARQUES DOS SANTOS,1041,,JARDIM SEYON,15050500,SAO JOSE DO RIO PRETO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-10
55873269000174,AUTO POSTO CECAP LTDA,A P CECAP,AVENIDA FORTUNATO ERNESTO VETORAZZO,650,,JARDIM RESIDENCIAL VETORASSO,15040300,SAO JOSE DO RIO PRETO,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,139.0,2026-06-10
45099165000109,AUTO POSTO UNIVERSITÁRIO LTDA.,AUTO POSTO UNIVERSITÁRIO,AVENIDA BRIGADEIRO FARIA LIMA,5928,,VILA  SAO  MANOEL,15090000,SAO JOSE DO RIO PRETO,SAO PAULO,BRANCA,GLP,R$ / 13 kg,119.0,2026-06-10
3389606000159,AUTO POSTO ZAFANI RIO PRETO LTDA,,AVENIDA MONTE APRAZIVEL,2890,,ELDORADO,15043450,SAO JOSE DO RIO PRETO,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-10
6035790000127,CENTRO AUTOMOTIVO MARINAS DE SAO VICENTE LTDA,,AVENIDA CAPITAO-MOR AGUIAR,10,,CENTRO,11310200,SAO VICENTE,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,120.0,2026-06-08
71105498000103,AUTO POSTO FERREIRA AMADO LTDA,AUTO POSTO GUARANI,RUA GUARANI,11,,MATEO BEI,11360000,SAO VICENTE,SAO PAULO,CONSIGAZ,GLP,R$ / 13 kg,120.0,2026-06-08
71089890000106,AUTO POSTO ANTONIO EMERICK LTDA.,POSTO TEXACO SAO VICENTE,AVENIDA ANTONIO EMMERICH,46,,JARDIM GUASSU,11390000,SAO VICENTE,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.9,2026-06-08
46076527000109,AUTO POSTO CIDADE NAUTICA LTDA,,RUA FREI GASPAR,3.21,,CIDADE NAUTICA,11350000,SAO VICENTE,SAO PAULO,BRANCA,GLP,R$ / 13 kg,119.9,2026-06-08
4550260000191,AUTO POSTO ITARARE DE SAO VICENTE LTDA,AUTO POSTO ITARARE, MARTINS FONTES,1572,,BEIRA MAR,11340010,SAO VICENTE,SAO PAULO,LIQUIGÁS,GLP,R$ / 13 kg,129.9,2026-06-08
58759994000104,FLORENCE AUTO POSTO LTDA,,AVENIDA INVERNADA,750,ANEXO ESQ CAMPOS SALLES,NACOES,13271450,VALINHOS,SAO PAULO,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-10
71909410000106,FANTINATO & FANTINATO LTDA,,AVENIDA ROSA BELMIRO RAMOS,27,,RIBEIRO,13275400,VALINHOS,SAO PAULO,BRANCA,GLP,R$ / 13 kg,112.99,2026-06-10
4920729000137,AUTO POSTO DAMIZADE LIMITADA,AUTO POSTO DAMIZADE,AVENIDA JOAQUIM ALVES CORREA,4306,,NOVA SUICA,13271430,VALINHOS,SAO PAULO,ULTRAGAZ,GLP,R$ / 13 kg,140.0,2026-06-10
4455630000373,PALMEIRA & CIA LTDA,AUTO POSTO 2000,BOULEVARD PEDRO RATTES,1176,,SAO JOSE,69400755,MANACAPURU,AMAZONAS,AMAZONGÁS,GLP,R$ / 13 kg,130.0,2026-06-10
4455630000101,PALMEIRA & CIA LTDA,AUTO POSTO 2000,BOULEVARD PEDRO RATES DE OLIVEIRA,460,,CENTRO,69400282,MANACAPURU,AMAZONAS,AMAZONGÁS,GLP,R$ / 13 kg,130.0,2026-06-10
8827132000101,H W COMERCIO DE PETROLEO LTDA,POSTO BEIJA-FLOR,RUA BARAO DE INDAIA,712,,FLORES,69065000,MANAUS,AMAZONAS,AMAZONGÁS,GLP,R$ / 13 kg,128.0,2026-06-09
2533862000105,COTAM - COOPERATIVA DE CONSUMO DOS TAXISTAS AUTONOMOS DE MANAUS,,AVENIDA BURITI,1569,C/ WALDOMIRO LUSTOZA,DISTRITO INDUSTRIAL,69075001,MANAUS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,137.0,2026-06-08
1682336000144,ITA LUCAS LTDA,,AVENIDA COSME FERREIRA,329,,ALEIXO,69083000,MANAUS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,146.0,2026-06-08
84110394000120,MUCURIPE COMERCIO DE COMBUSTIVEIS LTDA,POSTO BENEVIDES,AVENIDA BURITI,2975,,DISTRIT INDUSTRIAL I,69075000,MANAUS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,125.5,2026-06-08
34511006000145,ATL COMERCIO DE DERIVADOS DE PETROLEO LTDA,,AVENIDA RODRIGO OTAVIO,2890,,DISTRITO INDUSTRIAL,69075005,MANAUS,AMAZONAS,FOGAS,GLP,R$ / 13 kg,140.0,2026-06-08
9411539000108,SEVERINO ALMEIDA CHAVES,POSTO CEARA, BR 020 KM 402,S/N,Q-31 LOTE  N. 05,JARDIM FORTALEZA,61605600,CAUCAIA,CEARA,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-09
10482040000170,IEDA Q PINHEIRO,POSTO MILENIUM,RUA TEODORO DA CASTRO,35,B,CONJ MARECHAL RONDON,61605600,CAUCAIA,CEARA,BRANCA,GLP,R$ / 13 kg,135.0,2026-06-09
8947513000116,MARINES T. KERLLER,AUTO POSTO TALISMÃ,ESTRADA DE RIBAMAR,10,QUADRA08                  LOTE  10,FORQUILHA,65054005,SAO LUIS,MARANHAO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,130.0,2026-06-09
7972505000167,AUTO POSTO HP LTDA,POSTO HP,AVENIDA TANCREDO NEVES,1,QUADRA08,SANTA EFIGENIA,65058733,SAO LUIS,MARANHAO,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,129.99,2026-06-08
7060336000199,H S C PEREIRA,POSTO ITAPIRACÓ,AVENIDA JOAQUIM MOCHEL,21,: ESTRADA DO ITAPIRACO;,COHATRAC IV,65054415,SAO LUIS,MARANHAO,BRANCA,GLP,R$ / 13 kg,138.0,2026-06-08
69425734000119,C. G. DE SOUSA LTDA,POSTO VISTA ALEGRE,RUA OESTE INTERNA,S/N,,CIDADE OPERARIA,65058207,SAO LUIS,MARANHAO,LIQUIGÁS,GLP,R$ / 13 kg,125.0,2026-06-08
35196823000208,NICOLAU DERIVADOS DE PETROLEO LTDA,,ESTRADA DE SAO JOSE DE RIBAMAR,S/N,"QUADRA: 01; LOTE: 2,3,4;",LOTEAMENTO JARDIM DAS PRINCESAS,65110000,SAO JOSE DE RIBAMAR,MARANHAO,LIQUIGÁS,GLP,R$ / 13 kg,99.99,2026-06-09
2748491000189,SCALEZ - COMERCIO DE DERIVADOS DE PETROLEO LTDA,POSTO SAO LUCAS,AVENIDA BANDEIRANTES,5124,_____________________,VILA OPERARIA,78720000,RONDONOPOLIS,MATO GROSSO,BRANCA,GLP,R$ / 13 kg,145.0,2026-06-09
1292671000136,AUTO POSTO TS LTDA,POSTO BANDEIRANTE,RUA FERNANDO CORREA DA COSTA,2655,,VILA ANDREIA,78705071,RONDONOPOLIS,MATO GROSSO,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,132.0,2026-06-10
83582221000142,E. C. AGUIAR COMERCIO DE COMBUSTIVEIS LTDA,POSTO SAO JOAO,AVENIDA MUIRAQUITA,483,,DIAMANTINO,68020530,SANTAREM,PARA,FOGAS,GLP,R$ / 13 kg,85.0,2026-06-12
24436669000199,POSTO TREZE LTDA,,RODOVIA BR 101 NORTE,250,KM 29,CENTRO,53610296,IGARASSU,PERNAMBUCO,MINASGAS,GLP,R$ / 13 kg,110.0,2026-06-09
9679671000103,POSTO CASSINO LTDA,,AVENIDA ANTONIO VICENTE NOVELINO,670,RODOVIA BR 101 NORTELOTE  4                   QUADRAB                         JARDIM BOA SORTE,PANCO,53630667,IGARASSU,PERNAMBUCO,MINASGAS,GLP,R$ / 13 kg,115.0,2026-06-09
11265188000116,JOSE FERREIRA ROSA & CIA LTDA,POSTO SANTA ROSA,AVENIDA PRESIDENTE JUSCELINO,1158,,CENTRO,55385000,LAJEDO,PERNAMBUCO,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-11
6703805000188,V. MACHADO & CIA LTDA,,AVENIDA PRINCESA ISABEL,S/N,,SAO FRANCISCO DA GUARITA,64215075,PARNAIBA,PIAUI,LIQUIGÁS,GLP,R$ / 13 kg,120.0,2026-06-11
3866186000154,AUTO POSTO UBIRATA LEAL LTDA,,AVENIDA DOS EXPEDICIONARIOS,3410,,BOM JESUS,83604360,CAMPO LARGO,PARANA,BRANCA,GLP,R$ / 13 kg,105.0,2026-06-11
2560504000191,AUTO POSTO VIA DA UVA LTDA,,ESTRADA CURITIBA/ COLOMBO,881,,ROCA GRANDE,83413000,COLOMBO,PARANA,BRANCA,GLP,R$ / 13 kg,100.0,2026-06-11
7181236000110,POSTO CANAL TERRA LTDA,POSTO CANAL TERRA,AVENIDA VEREADOR TOALDO TULIO,4661,,SAO BRAZ,82300980,CURITIBA,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,119.9,2026-06-09
79434999000137,POSTO RODOVIA DOS MINERIOS LTDA,,RUA JOSE BAJERSKI,44,,ABRANCHES,82220320,CURITIBA,PARANA,BRANCA,GLP,R$ / 13 kg,110.0,2026-06-08
3750264000150,POSTO CANAL VENETO LTDA,POSTO CANAL VENETO LTDA,AVENIDA VEREADOR TOALDO TULIO,1602,,SAO BRAZ,82320010,CURITIBA,PARANA,BRANCA,GLP,R$ / 13 kg,107.9,2026-06-09
2464029000150,POSTO OCEANO LTDA,POSTO OCEANO,RUA CARLOS DIETZSCH,1115,,PORTAO,80330001,CURITIBA,PARANA,BRANCA,GLP,R$ / 13 kg,119.9,2026-06-08
82619560000193,POSTO DAS NACOES LTDA,VITORIA  II,AVENIDA VICTOR FERREIRA DO AMARAL,142,,TARUMA,82530230,CURITIBA,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,110.0,2026-06-08
1452007000450,MAGGIORE COMERCIO A VAREJO DE COMBUSTIVEIS LTDA,,RUA PROF JOAO S BARCELOS,1796,,BOQUEIRAO,81670000,CURITIBA,PARANA,LIQUIGÁS,GLP,R$ / 13 kg,109.99,2026-06-11
1381547000147,AUTO POSTO ABAETE LTDA,POSTO ABAETE,RUA FERNANDO DE NORONHA,1338,TERREO,SANTA CANDIDA,82640350,CURITIBA,PARANA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,119.0,2026-06-08
2973239000173,AUTO POSTO LOCH LTDA,,RUA SERGIPE,574,,BELA VISTA,99704078,ERECHIM,RIO GRANDE DO SUL,NACIONAL GÁS BUTANO,GLP,R$ / 13 kg,120.0,2026-06-08
90903667000197,R C BARBI,,AVENIDA 21 DE ABRIL,492,,CENTRO,98700000,IJUI,RIO GRANDE DO SUL,BRANCA,GLP,R$ / 13 kg,135.0,2026-06-10
2391306000141,AUTO POSTO ARAUCARIA LTDA,,AVENIDA ENGENHEIRO LOURENCO FAORO,950,,MARTELLO,89510770,CACADOR,SANTA CATARINA,SUPERGASBRAS ENERGIA,GLP,R$ / 13 kg,145.0,2026-06-08
3920567000174,AUTO POSTO RAIMONDI LTDA,,RODOVIA ANTONIO HEIL,10780,,ARRAIAL DOS CUNHAS,88318112,ITAJAI,SANTA CATARINA,BRANCA,GLP,R$ / 13 kg,129.0,2026-06-08
4825319000107,POSTOMIO AUTOCAR LTDA,,RUA EMILIA DOS SANTOS,47,ESQ RUA INDAIAL,SAO JOAO,88304350,ITAJAI,SANTA CATARINA,LIQUIGÁS,GLP,R$ / 13 kg,128.0,2026-06-08
2354988000112,POSTO MILLENIUM LTDA,,RUA INDAIAL,875,,SAO JUDAS,88303301,ITAJAI,SANTA CATARINA,LIQUIGÁS,GLP,R$ / 13 kg,128.0,2026-06-08
